lat,lon,value
5.0,48.25,0.3950992
5.0,48.333343505859375,0.39422247
5.0,48.41667175292969,0.3891309
5.0,48.5,0.38162348
5.0,48.583343505859375,0.37262213
5.0,48.66667175292969,0.3622416
5.0,48.75,0.35805163
5.0,48.833343505859375,0.35705078
5.0,48.91667175292969,0.3547505
5.0,49.0,0.34951356
5.0,49.083343505859375,0.34414065
5.0,49.16667175292969,0.33976862
5.0,49.25,0.3347616
5.0,49.333343505859375,0.3303121
5.0,49.41667175292969,0.32576132
5.0,49.5,0.32153103
5.0,49.583343505859375,0.31688607
5.0,49.66667175292969,0.31204844
5.0,49.75,0.30726528
5.0,49.833343505859375,0.3028639
5.0,49.91667175292969,0.29947948
5.0,50.0,0.29709676
5.0,50.083343505859375,0.29503193
5.0,50.16667175292969,0.29327744
5.0,50.25,0.29211625
5.0,50.333343505859375,0.291535
5.0,50.41667175292969,0.29185134
5.0,50.5,0.2948044
5.0,50.583343505859375,0.29998198
5.0,50.66667175292969,0.3049675
5.0,50.75,0.30904308
5.0,50.833343505859375,0.31379735
5.0,50.91667175292969,0.31714627
5.0,51.0,0.32058012
5.0,51.083343505859375,0.32345226
5.0,51.16667175292969,0.32408077
5.0,51.25,0.3239745
5.0,51.333343505859375,0.32313058
5.0,51.41667175292969,0.32159346
5.0,51.5,0.3194725
5.0,51.583343505859375,0.3166586
5.0,51.66667175292969,0.31408614
5.0,51.75,0.31172228
5.0,51.833343505859375,0.3099093
5.0,51.91667175292969,0.30884394
5.0,52.0,0.3084529
5.0,52.083343505859375,0.30916113
5.0,52.16667175292969,0.3087773
5.0,52.25,0.3066098
5.0,52.333343505859375,0.3028444
5.0,52.41667175292969,0.29951534
5.0,52.5,0.29761928
5.0,52.583343505859375,0.29666477
5.0,52.66667175292969,0.2959226
5.0,52.75,0.2963098
5.0,52.833343505859375,0.29673454
5.0,52.91667175292969,0.29662472
5.0,53.0,0.2964598
5.0,53.083343505859375,0.29564297
5.0,53.16667175292969,0.29582655
5.0,53.25,0.2969182
5.0,53.333343505859375,0.298271
5.0,53.41667175292969,0.3005259
5.0,53.5,0.30299294
5.0,53.583343505859375,0.30601025
5.0,53.66667175292969,0.3080978
5.0,53.75,0.31016907
5.0,53.833343505859375,0.3124489
5.0,53.91667175292969,0.31485856
5.0,54.0,0.31674165
5.0,54.083343505859375,0.31795734
5.0,54.16667175292969,0.3182491
5.0,54.25,0.31875464
5.0,54.333343505859375,0.32046425
5.0,54.41667175292969,0.32272676
5.0,54.5,0.3248975
5.0,54.583343505859375,0.32716864
5.0,54.66667175292969,0.32837343
5.0,54.75,0.32872874
5.0,54.833343505859375,0.3299648
5.0,54.91667175292969,0.33210474
5.0,55.0,0.33408484
5.0,55.083343505859375,0.3355471
5.0,55.16667175292969,0.33760902
5.0,55.25,0.3394458
5.0,55.333343505859375,0.34137002
5.0,55.41667175292969,0.34321976
5.0,55.5,0.34527826
5.0,55.583343505859375,0.34694943
5.0,55.66667175292969,0.34799248
5.0,55.75,0.34848106
5.0,55.833343505859375,0.3489854
5.0,55.91667175292969,0.35006824
5.0,56.0,0.3516111
5.0,56.083343505859375,0.3527442
5.0,56.16667175292969,0.35298017
5.0,56.25,0.35261652
5.0,56.333343505859375,0.35199726
5.0,56.41667175292969,0.35154602
5.0,56.5,0.35146764
5.0,56.583343505859375,0.35149983
5.0,56.66667175292969,0.3514376
5.0,56.75,0.35113126
5.0,56.833343505859375,0.3501337
5.0,56.91667175292969,0.34832814
5.0,57.0,0.34596592
5.0,57.083343505859375,0.3437821
5.0,57.16667175292969,0.3423125
5.0,57.25,0.3417851
5.0,57.333343505859375,0.341959
5.0,57.41667175292969,0.34234193
5.0,57.5,0.34278357
5.0,57.583343505859375,0.34336892
5.0,57.66667175292969,0.3435477
5.0,57.75,0.34267524
5.0,57.833343505859375,0.34101754
5.0,57.91667175292969,0.33892044
5.0,58.0,0.3369453
5.0,58.083343505859375,0.33575732
5.0,58.16667175292969,0.33511904
5.0,58.25,0.33446798
5.0,58.333343505859375,0.33366445
5.0,58.41667175292969,0.33264005
5.0,58.5,0.33145556
5.0,58.583343505859375,0.3304904
5.0,58.66667175292969,0.33010694
5.0,58.75,0.330003
5.0,58.833343505859375,0.33001003
5.0,58.91667175292969,0.33039334
5.0,59.0,0.3313751
5.0,59.083343505859375,0.33257592
5.0,59.16667175292969,0.3335909
5.0,59.25,0.33432338
5.0,59.333343505859375,0.33504498
5.0,59.41667175292969,0.33597094
5.0,59.5,0.33730483
5.0,59.583343505859375,0.33881545
5.0,59.66667175292969,0.34019113
5.0,59.75,0.3412911
5.0,59.833343505859375,0.34219182
5.0,59.91667175292969,0.34331733
5.0,60.0,0.34509587
5.0,60.083343505859375,0.34855264
5.0,60.16667175292969,0.35258195
5.0,60.25,0.3564914
5.0,60.333343505859375,0.36058626
5.0,60.41667175292969,0.3643331
5.0,60.5,0.36755887
5.0,60.583343505859375,0.3711784
5.0,60.66667175292969,0.37560043
5.0,60.75,0.3800489
5.0,60.833343505859375,0.38382787
5.0,60.91667175292969,0.38617048
5.0,61.0,0.38791528
5.0,61.083343505859375,0.38937053
5.0,61.16667175292969,0.3904022
5.0,61.25,0.3917187
5.0,61.333343505859375,0.3940624
5.0,61.41667175292969,0.397337
5.0,61.5,0.40062022
5.0,61.583343505859375,0.40347412
5.0,61.66667175292969,0.40583178
5.0,61.75,0.4077434
5.0,61.833343505859375,0.4089485
5.0,61.91667175292969,0.409718
5.0,62.0,0.41040275
5.0,62.083343505859375,0.41098076
5.0,62.16667175292969,0.4113444
5.0,62.25,0.41141987
5.0,62.333343505859375,0.41066206
5.0,62.41667175292969,0.40934104
5.0,62.5,0.40758812
5.0,62.583343505859375,0.40507638
5.0,62.66667175292969,0.401847
5.0,62.75,0.3975355
5.0,62.833343505859375,0.39213017
5.0,62.91667175292969,0.3859489
5.0,63.0,0.37949273
5.0,63.083343505859375,0.37336794
5.0,63.16667175292969,0.36727503
5.0,63.25,0.36176056
5.0,63.333343505859375,0.35747418
5.0,63.41667175292969,0.35404453
5.0,63.5,0.35061717
5.0,63.583343505859375,0.34694397
5.0,63.66667175292969,0.34364572
5.0,63.75,0.341449
5.0,63.833343505859375,0.34024963
5.0,63.91667175292969,0.34007168
5.0,64.0,0.34068912
5.0,64.08334350585938,0.34113687
5.0,64.16667175292969,0.34080133
5.0,64.25,0.3397083
5.0,64.33334350585938,0.33827215
5.0,64.41667175292969,0.33682027
5.0,64.5,0.3357856
5.0,64.58334350585938,0.33507314
5.0,64.66667175292969,0.33445
5.0,64.75,0.33410805
5.0,64.83334350585938,0.33459422
5.0,64.91667175292969,0.33630288
5.0,65.0,0.33926708
5.0,65.08334350585938,0.34301138
5.0,65.16667175292969,0.34692937
5.0,65.25,0.35062662
5.0,65.33334350585938,0.35375223
5.0,65.41667175292969,0.35617203
5.0,65.5,0.35805178
5.0,65.58334350585938,0.35941434
5.0,65.66667175292969,0.36030537
5.0,65.75,0.36067814
5.0,65.83334350585938,0.36059454
5.0,65.91667175292969,0.3602969
5.0,66.0,0.36009693
5.0,66.08334350585938,0.36011353
5.0,66.16667175292969,0.36024716
5.0,66.25,0.36018348
5.0,66.33334350585938,0.3596744
5.0,66.41667175292969,0.35888478
5.0,66.5,0.35799646
5.0,66.58334350585938,0.3575276
5.0,66.66667175292969,0.35748833
5.0,66.75,0.35740405
5.0,66.83334350585938,0.35704753
5.0,66.91667175292969,0.35661876
5.0,67.0,0.35686854
5.0,67.08334350585938,0.3579842
5.0,67.16667175292969,0.3598768
5.0,67.25,0.36211553
5.0,67.33334350585938,0.36471042
5.0,67.41667175292969,0.36785316
5.0,67.5,0.37145647
5.0,67.58334350585938,0.37557444
5.0,67.66667175292969,0.38089952
5.0,67.75,0.38678318
5.0,67.83334350585938,0.39163452
5.0,67.91667175292969,0.39523762
5.0,68.0,0.3987778
5.0,68.08334350585938,0.40311766
5.0,68.16667175292969,0.4072308
5.0,68.25,0.41130152
5.0,68.33334350585938,0.41487458
5.0,68.41667175292969,0.41720405
5.0,68.5,0.41845816
5.0,68.58334350585938,0.4194469
5.0,68.66667175292969,0.42052183
5.0,68.75,0.42172617
5.0,68.83334350585938,0.42286092
5.0,68.91667175292969,0.42376745
5.0,69.0,0.42464474
5.0,69.08334350585938,0.42564356
5.0,69.16667175292969,0.42679307
5.0,69.25,0.428359
5.0,69.33334350585938,0.43018565
5.0,69.41667175292969,0.4315583
5.0,69.5,0.43269065
5.0,69.58334350585938,0.43369687
5.0,69.66667175292969,0.43463984
5.0,69.75,0.435875
5.0,69.83334350585938,0.4379416
5.0,69.91667175292969,0.4409547
5.0,70.0,0.44316953
5.0,70.08334350585938,0.4442774
5.0,70.16667175292969,0.44453663
5.0,70.25,0.44533795
5.0,70.33334350585938,0.44754046
