lat,lon,value
5.0,48.25,27.120773
5.0,48.333343505859375,27.161152
5.0,48.41667175292969,27.08545
5.0,48.5,26.992336
5.0,48.583343505859375,26.884518
5.0,48.66667175292969,26.847374
5.0,48.75,26.911621
5.0,48.833343505859375,26.965431
5.0,48.91667175292969,26.882515
5.0,49.0,26.771387
5.0,49.083343505859375,26.801653
5.0,49.16667175292969,26.804255
5.0,49.25,26.685942
5.0,49.333343505859375,26.656425
5.0,49.41667175292969,26.637218
5.0,49.5,26.675743
5.0,49.583343505859375,26.696404
5.0,49.66667175292969,26.735342
5.0,49.75,26.77555
5.0,49.833343505859375,26.787388
5.0,49.91667175292969,26.769463
5.0,50.0,26.75085
5.0,50.083343505859375,26.73533
5.0,50.16667175292969,26.753527
5.0,50.25,26.783981
5.0,50.333343505859375,26.80902
5.0,50.41667175292969,26.827333
5.0,50.5,26.829107
5.0,50.583343505859375,26.818756
5.0,50.66667175292969,26.899818
5.0,50.75,26.914625
5.0,50.833343505859375,26.97719
5.0,50.91667175292969,27.05726
5.0,51.0,27.175524
5.0,51.083343505859375,27.275894
5.0,51.16667175292969,27.421467
5.0,51.25,27.653166
5.0,51.333343505859375,27.880657
5.0,51.41667175292969,28.065697
5.0,51.5,28.196985
5.0,51.583343505859375,28.296524
5.0,51.66667175292969,28.4026
5.0,51.75,28.476187
5.0,51.833343505859375,28.51983
5.0,51.91667175292969,28.554848
5.0,52.0,28.567202
5.0,52.083343505859375,28.565393
5.0,52.16667175292969,28.469889
5.0,52.25,28.480852
5.0,52.333343505859375,28.422255
5.0,52.41667175292969,28.399601
5.0,52.5,28.373219
5.0,52.583343505859375,28.359276
5.0,52.66667175292969,28.356554
5.0,52.75,28.3875
5.0,52.833343505859375,28.42232
5.0,52.91667175292969,28.458532
5.0,53.0,28.522873
5.0,53.083343505859375,28.555399
5.0,53.16667175292969,28.609976
5.0,53.25,28.655909
5.0,53.333343505859375,28.703827
5.0,53.41667175292969,28.766087
5.0,53.5,28.800333
5.0,53.583343505859375,28.855875
5.0,53.66667175292969,28.878212
5.0,53.75,28.898226
5.0,53.833343505859375,28.910482
5.0,53.91667175292969,28.930063
5.0,54.0,28.94426
5.0,54.083343505859375,28.97141
5.0,54.16667175292969,28.981031
5.0,54.25,28.981932
5.0,54.333343505859375,28.965542
5.0,54.41667175292969,28.944458
5.0,54.5,28.879387
5.0,54.583343505859375,28.818003
5.0,54.66667175292969,28.743258
5.0,54.75,28.691544
5.0,54.833343505859375,28.650684
5.0,54.91667175292969,28.605556
5.0,55.0,28.576796
5.0,55.083343505859375,28.550175
5.0,55.16667175292969,28.553236
5.0,55.25,28.57538
5.0,55.333343505859375,28.611866
5.0,55.41667175292969,28.633486
5.0,55.5,28.665787
5.0,55.583343505859375,28.703545
5.0,55.66667175292969,28.75163
5.0,55.75,28.799786
5.0,55.833343505859375,28.834126
5.0,55.91667175292969,28.865385
5.0,56.0,28.891012
5.0,56.083343505859375,28.907003
5.0,56.16667175292969,28.923326
5.0,56.25,28.929588
5.0,56.333343505859375,28.93131
5.0,56.41667175292969,28.921091
5.0,56.5,28.898748
5.0,56.583343505859375,28.864395
5.0,56.66667175292969,28.819445
5.0,56.75,28.781813
5.0,56.833343505859375,28.746449
5.0,56.91667175292969,28.725348
5.0,57.0,28.722351
5.0,57.083343505859375,28.71983
5.0,57.16667175292969,28.730352
5.0,57.25,28.764595
5.0,57.333343505859375,28.817934
5.0,57.41667175292969,28.891827
5.0,57.5,28.931091
5.0,57.583343505859375,28.935366
5.0,57.66667175292969,28.912909
5.0,57.75,28.87999
5.0,57.833343505859375,28.84773
5.0,57.91667175292969,28.791409
5.0,58.0,28.73593
5.0,58.083343505859375,28.71707
5.0,58.16667175292969,28.710226
5.0,58.25,28.714828
5.0,58.333343505859375,28.736107
5.0,58.41667175292969,28.76171
5.0,58.5,28.795
5.0,58.583343505859375,28.83517
5.0,58.66667175292969,28.879017
5.0,58.75,28.936544
5.0,58.833343505859375,28.990393
5.0,58.91667175292969,29.040504
5.0,59.0,29.117634
5.0,59.083343505859375,29.220877
5.0,59.16667175292969,29.307058
5.0,59.25,29.353155
5.0,59.333343505859375,29.374294
5.0,59.41667175292969,29.36012
5.0,59.5,29.379774
5.0,59.583343505859375,29.413576
5.0,59.66667175292969,29.482485
5.0,59.75,29.507473
5.0,59.833343505859375,29.520891
5.0,59.91667175292969,29.536272
5.0,60.0,29.538145
5.0,60.083343505859375,29.52296
5.0,60.16667175292969,29.445118
5.0,60.25,29.314812
5.0,60.333343505859375,29.168346
5.0,60.41667175292969,29.03965
5.0,60.5,28.989367
5.0,60.583343505859375,28.951294
5.0,60.66667175292969,28.936186
5.0,60.75,28.979755
5.0,60.833343505859375,29.002861
5.0,60.91667175292969,29.032705
5.0,61.0,29.017494
5.0,61.083343505859375,29.059504
5.0,61.16667175292969,29.152367
5.0,61.25,29.163572
5.0,61.333343505859375,29.143475
5.0,61.41667175292969,29.170639
5.0,61.5,29.239382
5.0,61.583343505859375,29.328175
5.0,61.66667175292969,29.40368
5.0,61.75,29.41926
5.0,61.833343505859375,29.452658
5.0,61.91667175292969,29.47157
5.0,62.0,29.469475
5.0,62.083343505859375,29.45236
5.0,62.16667175292969,29.44164
5.0,62.25,29.387983
5.0,62.333343505859375,29.348372
5.0,62.41667175292969,29.326946
5.0,62.5,29.333508
5.0,62.583343505859375,29.351488
5.0,62.66667175292969,29.371908
5.0,62.75,29.361517
5.0,62.833343505859375,29.280254
5.0,62.91667175292969,29.038925
5.0,63.0,28.929174
5.0,63.083343505859375,28.86481
5.0,63.16667175292969,28.882013
5.0,63.25,28.891825
5.0,63.333343505859375,28.895697
5.0,63.41667175292969,28.88709
5.0,63.5,28.875692
5.0,63.583343505859375,28.89439
5.0,63.66667175292969,28.905167
5.0,63.75,28.951008
5.0,63.833343505859375,29.025505
5.0,63.91667175292969,29.17062
5.0,64.0,29.251156
5.0,64.08334350585938,29.226797
5.0,64.16667175292969,29.165
5.0,64.25,29.143179
5.0,64.33334350585938,29.1253
5.0,64.41667175292969,29.166367
5.0,64.5,29.171183
5.0,64.58334350585938,29.212683
5.0,64.66667175292969,29.273642
5.0,64.75,29.335873
5.0,64.83334350585938,29.306614
5.0,64.91667175292969,29.30218
5.0,65.0,29.320925
5.0,65.08334350585938,29.273355
5.0,65.16667175292969,29.219587
5.0,65.25,29.16825
5.0,65.33334350585938,29.160093
5.0,65.41667175292969,29.146717
5.0,65.5,29.180223
5.0,65.58334350585938,29.164618
5.0,65.66667175292969,29.112518
5.0,65.75,29.038618
5.0,65.83334350585938,29.053406
5.0,65.91667175292969,29.119722
5.0,66.0,29.137177
5.0,66.08334350585938,29.162785
5.0,66.16667175292969,29.189793
5.0,66.25,29.249155
5.0,66.33334350585938,29.30301
5.0,66.41667175292969,29.329836
5.0,66.5,29.31383
5.0,66.58334350585938,29.257711
5.0,66.66667175292969,29.20243
5.0,66.75,29.169903
5.0,66.83334350585938,29.161234
5.0,66.91667175292969,29.161114
